folder,file,sequence,domain,kingdom,phylum,class,order,family
1400526,GCF_000914975.1_ViralProj229828_genomic.fna,NC_022894.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales
141904,GCF_000893195.1_ViralProj63437_genomic.fna,NC_015209.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
1425362,GCF_000925095.1_ViralProj267001_genomic.fna,NC_025468.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales
1431460,GCF_000897695.1_ViralProj176432_genomic.fna,NC_018668.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
1437839,GCF_000914695.1_ViralProj240029_genomic.fna,NC_023553.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Turbidovirus
1443909,GCF_013087235.1_ASM1308723v1_genomic.fna,NC_075985.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales
1450746,GCF_000916835.1_ViralProj237323_genomic.fna,NC_023423.1,Viruses,Pithoviruses,Pithovirus,,,
11723,GCF_000863925.1_ViralProj15501_genomic.fna,NC_001549.1,Viruses,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales
1465639,GCF_001507515.1_ViralProj253205_genomic.fna,NC_024329.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae
1481186,GCF_000925015.1_ViralProj266778_genomic.fna,NC_025462.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Saclayvirus
1481452,GCF_000918135.1_ViralProj244475_genomic.fna,NC_023987.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
148603,GCF_000837245.1_ViralProj14109_genomic.fna,NC_002656.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Fromanvirus
148879,GCF_000848545.1_ViralProj14711_genomic.fna,NC_002729.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales
148880,GCF_000837285.6_ASM83728v2_genomic.fna,NC_002797.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales
1493829,GCF_000928155.1_ViralProj271230_genomic.fna,NC_025967.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales
1511776,GCF_000897475.1_ViralProj172458_genomic.fna,NC_018400.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
1511781,GCF_000887535.1_ViralProj51589_genomic.fna,NC_014412.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
1511783,GCF_000898975.1_ViralProj171374_genomic.fna,NC_018226.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
1511803,GCF_000890055.1_ViralProj51587_genomic.fna,NC_014411.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
1511805,GCF_000918175.1_ViralProj246130_genomic.fna,NC_024070.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
1511891,GCF_000836885.1_ViralProj14030_genomic.fna,NC_001829.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales
1513188,GCF_000842545.1_ViralProj14346_genomic.fna,NC_005341.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales
1513202,GCF_000866565.1_ViralProj15556_genomic.fna,NC_007218.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales
1513224,GCF_000844705.1_ViralProj14436_genomic.fna,NC_002190.2,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Quintoviricetes,Piccovirales
1513248,GCF_000887415.1_ViralProj48601_genomic.fna,NC_014143.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1513249,GCF_000892995.1_ViralProj73439_genomic.fna,NC_016013.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1513250,GCF_000891895.1_ViralProj65277_genomic.fna,NC_015325.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1513251,GCF_000916955.1_ViralProj239026_genomic.fna,NC_023496.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1513252,GCF_000899735.1_ViralProj168668_genomic.fna,NC_018076.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1513253,GCF_000904315.1_ViralProj193979_genomic.fna,NC_020501.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1513254,GCF_000914255.1_ViralProj232776_genomic.fna,NC_023178.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1513255,GCF_000864305.1_ViralProj16202_genomic.fna,NC_007612.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
151528,GCF_000849825.2_ViralProj14628_genomic.fna,NC_003390.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae
152177,GCF_000870945.1_ViralMultiSegProj19969_genomic.fna,NC_009608.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1547219,GCF_001925995.1_ViralProj359253_genomic.fna,NC_032433.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Magsaviricetes,Nodamuvirales
1569057,GCF_004130965.1_ASM413096v1_genomic.fna,NC_040797.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales
1595998,GCF_000929235.1_ViralProj273530_genomic.fna,NC_026252.1,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales
1633151,GCF_000884555.1_ViralProj42787_genomic.fna,NC_013648.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Phifelvirus
164750,GCF_000855265.1_ViralMultiSegProj14945_genomic.fna,NC_005978.1,Viruses,Riboviria,Orthornavirae,Duplornaviricota,Chrymotiviricetes,Ghabrivirales
1659771,GCF_000913895.1_ViralProj227566_genomic.fna,NC_022802.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
1678143,GCF_000861105.1_ViralProj15435_genomic.fna,NC_001434.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales
1678144,GCF_000915995.1_ViralProj237458_genomic.fna,NC_023425.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales
1678145,GCF_002826445.1_ASM282644v1_genomic.fna,NC_038504.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales
1678146,GCF_000898475.1_ViralProj172460_genomic.fna,NC_018382.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales
1678147,GCF_000892075.1_ViralProj66895_genomic.fna,NC_015521.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Hepelivirales
1678906,GCF_000847665.1_ViralProj14696_genomic.fna,NC_002064.1,Viruses,Riboviria,Orthornavirae,Duplornaviricota,Chrymotiviricetes,Ghabrivirales
11757,GCF_000846425.1_ViralProj14435_genomic.fna,NC_001503.1,Viruses,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales
169683,GCF_000842965.1_ViralProj14251_genomic.fna,NC_004629.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Phikzvirus
1714619,GCF_000847565.3_ViralProj14675.1_genomic.fna,NC_030692.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
174142,GCF_000854485.1_ViralProj14947_genomic.fna,NC_005132.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales
1755588,GCF_000919575.1_ViralProj242975_genomic.fna,NC_023861.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
176106,GCF_000838145.1_ViralProj14132_genomic.fna,NC_003214.2,Viruses,Adnaviria,Zilligvirae,Taleaviricota,Tokiviricetes,Ligamenvirales
176652,GCF_000838105.1_ViralProj14124_genomic.fna,NC_003038.1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales
1785753,GCF_000872425.2_ViralProj28159_genomic.fna,NC_010191.2,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales
180170,GCF_000848865.1_ViralProj14600_genomic.fna,NC_003494.1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales
1803957,GCF_000860945.1_ViralProj15401_genomic.fna,NC_003976.2,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
180504,GCF_000840845.1_ViralProj14330_genomic.fna,NC_003309.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Stanholtvirus
181082,GCF_000865825.1_ViralProj15618_genomic.fna,NC_007346.1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Algavirales
1821560,GCF_001745935.1_ViralProj344171_genomic.fna,NC_031112.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Leonardvirus
1821750,GCF_000861185.1_ViralProj15292_genomic.fna,NC_001366.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
1838062,GCF_001737015.1_ViralProj343515_genomic.fna,NC_030943.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Jujuvirus
185782,GCF_000853585.1_ViralMultiSegProj14900_genomic.fna,NC_005166.1,Viruses,Riboviria,Orthornavirae,Duplornaviricota,Resentoviricetes,Reovirales
186165,GCF_000849505.1_ViralProj14737_genomic.fna,NC_003412.1,Viruses,Riboviria,Orthornavirae,Permutotetraviridae,Alphapermutotetravirus,
186772,GCF_000851605.1_ViralProj14841_genomic.fna,NC_004051.1,Viruses,Riboviria,Orthornavirae,Lenarviricota,Amabiliviricetes,Wolframvirales
186786,GCF_000874705.1_ViralMultiSegProj30737_genomic.fna,NC_011068.1,Viruses,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales
1871153,GCF_001689835.1_ViralProj329635_genomic.fna,NC_030651.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
1873698,GCF_001695465.1_Pteropox_virus_genomic.fna,NC_030656.1,Viruses,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Pokkesviricetes,Chitovirales
1883371,GCF_001743655.1_ViralProj344105_genomic.fna,NC_031126.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Machinavirus
188350,GCF_000840805.1_ViralProj14322_genomic.fna,NC_004466.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Bruynoghevirus
1884450,GCF_001706865.1_ViralProj336275_genomic.fna,NC_030745.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
1884453,GCF_000925355.1_ViralProj264902_genomic.fna,NC_025345.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1884460,GCF_001755005.1_ViralProj344329_genomic.fna,NC_031244.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1884461,GCF_001755725.1_ViralProj344639_genomic.fna,NC_031259.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1891729,GCF_000844005.1_ViralProj14461_genomic.fna,NC_001663.2,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Sepolyvirales
1891746,GCF_000841425.1_ViralProj14286_genomic.fna,NC_004800.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Sepolyvirales
1891754,GCF_000836825.1_ViralProj14017_genomic.fna,NC_001442.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Sepolyvirales
1891755,GCF_000928835.1_ViralProj268860_genomic.fna,NC_025790.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Sepolyvirales
1891756,GCF_000928955.1_ViralProj269965_genomic.fna,NC_025899.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Sepolyvirales
1891770,GCF_000837065.1_ViralProj14071_genomic.fna,NC_001505.2,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Sepolyvirales
190064,GCF_000844285.1_ViralProj14523_genomic.fna,NC_000899.1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Tectiliviricetes,Rowavirales
1910935,GCF_000905015.1_ViralProj185318_genomic.fna,NC_020081.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae
1911006,GCF_000910415.1_ViralProj212717_genomic.fna,NC_021775.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Guernseyvirinae
1911010,GCF_001308535.1_ViralProj298066_genomic.fna,NC_027994.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Guernseyvirinae
1913656,GCF_000889435.1_ViralProj60119_genomic.fna,NC_014662.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
1913658,GCF_000905195.1_ViralProj191122_genomic.fna,NC_020416.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
1913995,GCF_000888655.1_ViralProj56019_genomic.fna,NC_014595.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
1914019,GCF_000843785.1_ViralProj14416_genomic.fna,NC_005083.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
1914020,GCF_000910195.2_ViralProj209064_genomic.fna,NC_021529.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
1914161,GCF_000858005.1_ViralProj15141_genomic.fna,NC_004928.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
1914568,GCF_000910995.1_ViralProj219023_genomic.fna,NC_022332.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
1914574,GCF_000898575.1_ViralProj173862_genomic.fna,NC_018506.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
1914853,GCF_000875465.1_ViralProj30613_genomic.fna,NC_011041.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Vequintavirinae
1914897,GCF_000894715.1_ViralProj167658_genomic.fna,NC_017974.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Vequintavirinae
1915209,GCF_000894675.1_ViralProj167576_genomic.fna,NC_017984.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Obolenskvirus
11885,GCF_000847725.1_ViralProj14708_genomic.fna,NC_001403.1,Viruses,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales
1918005,GCF_000897755.1_ViralProj177520_genomic.fna,NC_018863.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae
1918011,GCF_000899475.1_ViralProj177550_genomic.fna,NC_018856.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae
1918014,GCF_000899715.1_ViralMultiSegProj167870_genomic.fna,NC_017990.1,Viruses,Riboviria,Orthornavirae,Botybirnavirus,,
1918194,GCF_000909655.1_ViralProj212962_genomic.fna,NC_021795.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Helsingorvirus
1918525,GCF_000908055.1_ViralProj212965_genomic.fna,NC_021798.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Lightbulbvirus
1918720,GCF_000906115.1_ViralProj195498_genomic.fna,NC_020842.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Cbastvirus
1918722,GCF_000926735.1_ViralProj266642_genomic.fna,NC_025423.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae
1918727,GCF_000925835.1_ViralProj266771_genomic.fna,NC_025430.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Iiscvirinae
1918729,GCF_000920535.1_ViralProj243496_genomic.fna,NC_023882.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1918731,GCF_002826865.1_ASM282686v1_genomic.fna,NC_038517.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1920493,GCF_003033145.1_ASM303314v1_genomic.fna,NC_039038.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1920498,GCF_002826905.1_ASM282690v1_genomic.fna,NC_038518.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1920751,GCF_000907175.1_ViralProj197296_genomic.fna,NC_021063.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Mapvirus
1920754,GCF_000891295.1_ViralProj72371_genomic.fna,NC_015933.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae
1920763,GCF_000884615.1_ViralProj42949_genomic.fna,NC_013692.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae
1920772,GCF_000921435.1_ViralMultiSegProj256090_genomic.fna,NC_024501.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales
1920777,GCF_000886155.1_ViralProj42781_genomic.fna,NC_013649.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae
1920998,GCF_000865785.1_ViralProj15569_genomic.fna,NC_007291.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Drexlerviridae
1921008,GCF_000845005.1_ViralProj14496_genomic.fna,NC_005833.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Drexlerviridae
1921018,GCF_000908075.1_ViralProj213017_genomic.fna,NC_021856.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae
1921118,GCF_000920815.1_ViralProj248627_genomic.fna,NC_024146.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Queuovirinae
1921123,GCF_000927575.1_ViralProj266789_genomic.fna,NC_025443.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Nonanavirus
1921130,GCF_000898775.1_ViralProj177526_genomic.fna,NC_018831.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Homburgvirus
1921188,GCF_000911355.1_ViralProj227125_genomic.fna,NC_022770.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pagevirus
1921411,GCF_000891855.1_ViralProj64763_genomic.fna,NC_015294.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pakpunavirus
12639,GCF_000844545.1_ViralProj14403_genomic.fna,NC_005950.1,Viruses,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Blubervirales
1921436,GCF_000839905.1_ViralProj14142_genomic.fna,NC_003291.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Psavirus
1921526,GCF_001040775.1_ViralProj287857_genomic.fna,NC_027296.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kleczkowskavirus
1921545,GCF_000864505.1_ViralProj16384_genomic.fna,NC_007806.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Septimatrevirus
1921548,GCF_000897395.1_ViralProj171970_genomic.fna,NC_018278.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kilunavirus
1921554,GCF_001501655.1_ViralProj307831_genomic.fna,NC_028776.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Queuovirinae
1921698,GCF_000902135.1_ViralProj183157_genomic.fna,NC_019713.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Mardecavirus
1921705,GCF_000904795.1_ViralProj184143_genomic.fna,NC_019909.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
1921710,GCF_000913795.1_ViralProj227114_genomic.fna,NC_022774.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Slashvirus
1921773,GCF_002827105.1_ASM282710v1_genomic.fna,NC_038527.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1921778,GCF_000920595.1_ViralProj243629_genomic.fna,NC_023894.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1921824,GCF_002827145.1_ASM282714v1_genomic.fna,NC_038531.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1922208,GCF_000922895.1_ViralProj252623_genomic.fna,NC_024300.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1922212,GCF_000841185.1_ViralProj14234_genomic.fna,NC_004456.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Vhmlvirus
1690672,GCF_001308495.1_ViralProj298046_genomic.fna,NC_027922.1,Viruses,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Blubervirales
1922247,GCF_000915755.1_ViralProj240035_genomic.fna,NC_023582.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Sextaecvirus
1922328,GCF_000896595.1_ViralProj80913_genomic.fna,NC_016563.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Herelleviridae
1922331,GCF_000844065.1_ViralProj14473_genomic.fna,NC_005879.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Enhodamvirus
1923469,GCF_001959235.1_ViralProj361808_genomic.fna,NC_032978.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
1925781,GCF_000892435.1_ViralProj64611_genomic.fna,NC_015272.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Nankokuvirus
194441,GCF_000847505.1_ViralProj14663_genomic.fna,NC_001488.1,Viruses,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales
1926511,GCF_001921595.1_ViralProj358543_genomic.fna,NC_032126.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
193121,GCF_000852845.1_ViralProj14769_genomic.fna,NC_003629.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Sobelivirales
1932910,GCF_002826925.1_ASM282692v1_genomic.fna,NC_038519.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1932912,GCF_002826965.1_ASM282696v1_genomic.fna,NC_038521.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1932923,GCF_000890715.1_ViralProj64497_genomic.fna,NC_015230.1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Maveriviricetes,Priklausovirales
1932927,GCF_000880395.1_ViralProj30929_genomic.fna,NC_011132.1,Viruses,Varidnaviria,Bamfordvirae,Preplasmiviricota,Maveriviricetes,Priklausovirales
2052899,GCF_003972105.1_ASM397210v1_genomic.fna,NC_043491.1,Viruses,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales
1945565,GCF_000900515.1_ViralProj179414_genomic.fna,NC_019404.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Drexlerviridae
1945589,GCF_000846145.1_ViralProj14570_genomic.fna,NC_001330.1,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales
194699,GCF_000841725.1_ViralProj14353_genomic.fna,NC_005357.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Rauchvirus
194802,GCF_000843265.1_ViralProj14316_genomic.fna,NC_003907.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Zobellviridae
194965,GCF_000853805.1_ViralProj14948_genomic.fna,NC_004421.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Picornavirales
194966,GCF_000843145.1_ViralProj14291_genomic.fna,NC_004831.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae
1961787,GCF_000919755.1_ViralProj243631_genomic.fna,NC_023895.1,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales
1965384,GCF_000881995.1_ViralProj33537_genomic.fna,NC_011811.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ounavirinae
1966265,GCF_000865365.1_ViralProj16300_genomic.fna,NC_007710.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kantovirinae
207343,GCF_000848225.1_ViralProj14646_genomic.fna,NC_001831.1,Viruses,Riboviria,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales
1972577,GCF_000850045.1_ViralProj14673_genomic.fna,NC_001560.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1972580,GCF_000861765.1_ViralProj15415_genomic.fna,NC_007020.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1972584,GCF_000904355.1_ViralProj194142_genomic.fna,NC_020804.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1972593,GCF_000845545.1_ViralProj14434_genomic.fna,NC_002526.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1972626,GCF_000882535.1_ViralProj33129_genomic.fna,NC_011639.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1972686,GCF_000926695.1_ViralProj265913_genomic.fna,NC_025395.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1977105,GCF_001755505.1_ViralProj344595_genomic.fna,NC_031275.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
1977140,GCF_000840605.1_ViralProj14279_genomic.fna,NC_004736.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
1977297,GCF_000870245.1_ViralProj18239_genomic.fna,NC_008574.2,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
